theta,p,cls,prob,phi,q,leak,covariance,unitarity,nontrivial_spread,prob_paper,phi_paper,q_paper,phi_ideal,prob_ideal
0.4908738521234052,0.0,n,0.04320885726140905,1.4726215563702152,-1.1102230246251565e-16,6.938893903907228e-18,1.5355583220135413e-17,1.3877787807814457e-17,3.1031676915590914e-17,0.043208857261409044,1.4726215563702154,-1.1102230246251565e-16,1.4726215563702154,0.04320885726140905
0.5154175447295755,0.0,t,0.6781319638193131,-0.2468716615595812,-1.1102230246251565e-16,2.220446049250313e-16,2.2247786310271853e-16,1.1102230246251565e-16,3.9491757176618237e-17,0.678131963819313,-0.24687166155958115,0.0,-0.24687166155958118,0.6781319638193131
0.5154175447295755,0.0,n,0.04598114802581245,1.546252634188726,-1.1102230246251565e-16,1.3877787807814457e-17,2.0816681711721685e-17,1.3877787807814457e-17,3.9491757176618237e-17,0.045981148025812435,1.5462526341887266,0.0,1.5462526341887264,0.04598114802581243
0.5399612373357456,0.0,t,0.6597190115269621,-0.28333606263850847,-1.1102230246251565e-16,2.220446049250313e-16,1.8979842088972797e-16,1.1102230246251565e-16,5.724587470723465e-17,0.659719011526962,-0.28333606263850836,0.0,-0.2833360626385084,0.6597190115269621
0.5399612373357456,0.0,n,0.04861156978186259,1.6198837120072371,1.6653345369377348e-16,6.938893903907228e-18,2.2812817735004224e-17,1.3877787807814457e-17,5.724587470723465e-17,0.048611569781862575,1.619883712007237,5.551115123125783e-17,1.619883712007237,0.04861156978186256
0.5645049299419159,0.0,t,0.6424764690892026,-0.3228173718843976,-2.220446049250313e-16,2.220446049250313e-16,3.5239594550011095e-16,2.220446049250313e-16,5.67724534471309e-17,0.6424764690892026,-0.3228173718843975,0.0,-0.3228173718843975,0.6424764690892026
0.5645049299419159,0.0,n,0.051074790130113915,1.6935147898257479,-4.440892098500626e-16,1.3877787807814457e-17,3.603728844944446e-17,4.163336342344337e-17,5.67724534471309e-17,0.05107479013011391,1.6935147898257477,0.0,1.6935147898257479,0.051074790130113915
0.5890486225480862,0.0,t,0.6265703916154427,-0.36525549597223755,-2.220446049250313e-16,1.1102230246251565e-16,2.3551386880256624e-16,3.3306690738754696e-16,4.906538933386797e-17,0.6265703916154427,-0.3652554959722375,0.0,-0.3652554959722375,0.6265703916154428
0.5890486225480862,0.0,n,0.05334708691207958,1.7671458676442582,-4.440892098500626e-16,2.0816681711721685e-17,3.542759213114759e-17,4.163336342344337e-17,4.906538933386797e-17,0.053347086912079615,1.7671458676442588,5.551115123125783e-17,1.7671458676442586,0.05334708691207961
0.6135923151542565,0.0,t,0.6121539633269016,-0.4105368802129569,-3.3306690738754696e-16,1.1102230246251565e-16,4.483369756460186e-16,4.440892098500626e-16,9.720644932127638e-17,0.6121539633269013,-0.41053688021295703,0.0,-0.41053688021295703,0.6121539633269013
0.6135923151542565,0.0,n,0.055406576667585625,1.8407769454627694,-1.1102230246251565e-16,1.3877787807814457e-17,3.895410309055356e-17,6.938893903907228e-18,9.720644932127638e-17,0.05540657666758553,1.8407769454627694,-1.1102230246251565e-16,1.8407769454627694,0.05540657666758553
0.6381360077604268,0.0,t,0.5993660223088185,-0.45849020820294045,-2.220446049250313e-16,1.1102230246251565e-16,3.510833468576701e-16,2.220446049250313e-16,9.027231622811331e-17,0.5993660223088182,-0.45849020820294045,0.0,-0.4584902082029405,0.5993660223088182
0.6381360077604268,0.0,n,0.05723342538445457,1.9144080232812808,-2.220446049250313e-16,2.0816681711721685e-17,4.527587269425388e-17,2.7755575615628914e-17,9.027231622811331e-17,0.05723342538445454,1.9144080232812803,0.0,1.9144080232812803,0.05723342538445454
0.662679700366597,0.0,t,0.5883297234237971,-0.5088839669712178,-4.440892098500626e-16,2.220446049250313e-16,3.145027541110305e-16,5.551115123125783e-16,5.2759554800502026e-17,0.5883297234237974,-0.5088839669712176,0.0,-0.5088839669712176,0.5883297234237974
0.662679700366597,0.0,n,0.05881003951088608,1.9880391010997913,-1.1102230246251565e-16,1.3877787807814457e-17,3.291406376790657e-17,1.3877787807814457e-17,5.2759554800502026e-17,0.058810039510886085,1.9880391010997909,-1.1102230246251565e-16,1.9880391010997909,0.05881003951088609
0.6872233929727672,0.0,t,0.5791513522631566,-0.5614264665518243,-2.220446049250313e-16,1.1102230246251565e-16,2.498001805406602e-16,2.220446049250313e-16,6.958382176060062e-17,0.579151352263156,-0.5614264665518243,0.0,-0.5614264665518243,0.5791513522631561
